Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/predict,1833,0,1300.0,3393.186679159401,57.35740001546219,95934.65870001819,39.0,10.161176959341795,0.0,1300,1400,1400,1500,1800,8800,40000,77000,96000,96000,96000
,Aggregated,1833,0,1300.0,3393.186679159401,57.35740001546219,95934.65870001819,39.0,10.161176959341795,0.0,1300,1400,1400,1500,1800,8800,40000,77000,96000,96000,96000
