Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/predict?cb_nonce=140177,1,1,4153.938699979335,4153.938699979335,4153.938699979335,4153.938699979335,0.0,0.0008323746104118736,0.0008323746104118736,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
GET,/predict?cb_nonce=140667,1,1,4293.86340000201,4293.86340000201,4293.86340000201,4293.86340000201,0.0,0.0008323746104118736,0.0008323746104118736,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/predict?cb_nonce=140769,1,0,1729.9321999307722,1729.9321999307722,1729.9321999307722,1729.9321999307722,39.0,0.0008323746104118736,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/predict?cb_nonce=140897,1,0,2022.979800007306,2022.979800007306,2022.979800007306,2022.979800007306,39.0,0.0008323746104118736,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/predict?cb_nonce=141194,1,0,2280.4474000586197,2280.4474000586197,2280.4474000586197,2280.4474000586197,39.0,0.0008323746104118736,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/predict?cb_nonce=141756,1,0,1278.1781000085175,1278.1781000085175,1278.1781000085175,1278.1781000085175,39.0,0.0008323746104118736,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/predict?cb_nonce=143189,1,0,2470.860300003551,2470.860300003551,2470.860300003551,2470.860300003551,39.0,0.0008323746104118736,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/predict?cb_nonce=143328,1,0,2853.7133000791073,2853.7133000791073,2853.7133000791073,2853.7133000791073,39.0,0.0008323746104118736,0.0,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
GET,/predict?cb_nonce=145911,1,1,4102.52020007465,4102.52020007465,4102.52020007465,4102.52020007465,0.0,0.0008323746104118736,0.0008323746104118736,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/predict?cb_nonce=146449,1,1,4935.950199957006,4935.950199957006,4935.950199957006,4935.950199957006,0.0,0.0008323746104118736,0.0008323746104118736,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
GET,/predict?cb_nonce=147024,1,0,2520.540199941024,2520.540199941024,2520.540199941024,2520.540199941024,39.0,0.0008323746104118736,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
