Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/predict,1874,0,1300.0,3390.67553596628,147.26599998539314,94181.52250000276,39.0,10.389586620939982,0.0,1300,1400,1400,1400,1800,8700,38000,84000,94000,94000,94000
,Aggregated,1874,0,1300.0,3390.67553596628,147.26599998539314,94181.52250000276,39.0,10.389586620939982,0.0,1300,1400,1400,1400,1800,8700,38000,84000,94000,94000,94000
